name,address,city,state,zipCode,phoneNumber,email,totalBeds,availableBeds,description
Family Shelter Network - New York Services West,537 Market St,New York,NY,20120,595-835-5758,contact8140@shelter.org,119,3,Scraped-style dataset with room availability restored.
Veterans Outreach - Austin Center,6337 2nd St,Austin,TX,12675,415-512-8145,contact8141@shelter.org,117,17,Scraped-style dataset with room availability restored.
Faith Shelter - Chicago Mission North,3070 Market St,Chicago,IL,29312,670-994-3472,contact8142@shelter.org,54,18,Scraped-style dataset with room availability restored.
Neighborhood Shelter - San Jose Services North,5599 Pine St,San Jose,CA,40036,298-997-8434,contact8143@shelter.org,45,5,Scraped-style dataset with room availability restored.
Rescue Mission - San Francisco Mission North,2683 Market St,San Francisco,CA,22339,891-400-4788,contact8144@shelter.org,17,1,Scraped-style dataset with room availability restored.
Urban Shelter - Indianapolis Mission West,265 Main St,Indianapolis,IN,33730,972-439-9597,contact8145@shelter.org,92,23,Scraped-style dataset with room availability restored.
Neighborhood Shelter - San Antonio Services East,7174 3rd St,San Antonio,TX,84215,299-795-3087,contact8146@shelter.org,65,16,Scraped-style dataset with room availability restored.
Transitional Housing Program - San Francisco Services South,586 Cedar St,San Francisco,CA,54604,854-317-2395,contact8147@shelter.org,120,52,Scraped-style dataset with room availability restored.
Family Shelter Network - Baltimore Services East,5596 Maple St,Baltimore,MD,30179,591-574-7607,contact8148@shelter.org,111,41,Scraped-style dataset with room availability restored.
Veterans Outreach - Philadelphia Shelter West,10 Main St,Philadelphia,PA,57134,532-520-2565,contact8149@shelter.org,48,16,Scraped-style dataset with room availability restored.
Urban Shelter - Indianapolis Center,6463 Oak St,Indianapolis,IN,22382,785-412-1153,contact8150@shelter.org,41,5,Scraped-style dataset with room availability restored.
Urban Shelter - Dallas Program North,9354 Market St,Dallas,TX,80091,494-403-6481,contact8151@shelter.org,108,3,Scraped-style dataset with room availability restored.
Open Door Mission - Chicago Mission,5865 3rd St,Chicago,IL,35272,743-572-8950,contact8152@shelter.org,32,4,Scraped-style dataset with room availability restored.
Transitional Housing Program - Chicago Mission,6060 Cedar St,Chicago,IL,60978,579-240-1419,contact8153@shelter.org,29,1,Scraped-style dataset with room availability restored.
Open Door Mission - Columbus Shelter North,4646 Oak St,Columbus,OH,83874,868-830-8775,contact8154@shelter.org,77,7,Scraped-style dataset with room availability restored.
Veterans Outreach - Baltimore Center West,2857 Pine St,Baltimore,MD,40506,299-592-7014,contact8155@shelter.org,52,13,Scraped-style dataset with room availability restored.
Neighborhood Shelter - Boston Center East,2456 Maple St,Boston,MA,13441,600-255-9601,contact8156@shelter.org,35,14,Scraped-style dataset with room availability restored.
Veterans Outreach - Philadelphia Program East,8921 Elm St,Philadelphia,PA,78471,903-835-1729,contact8157@shelter.org,108,20,Scraped-style dataset with room availability restored.
Salvation Army - New York Mission South,3197 Pine St,New York,NY,14988,463-255-1913,contact8158@shelter.org,25,7,Scraped-style dataset with room availability restored.
Neighborhood Shelter - Charlotte Shelter,8100 Maple St,Charlotte,NC,63679,446-340-9179,contact8159@shelter.org,51,16,Scraped-style dataset with room availability restored.
Community Shelter - Jacksonville Services,2287 Maple St,Jacksonville,FL,88232,761-292-2000,contact8160@shelter.org,116,45,Scraped-style dataset with room availability restored.
Transitional Housing Program - San Francisco Center West,9813 2nd St,San Francisco,CA,99262,972-886-1933,contact8161@shelter.org,86,20,Scraped-style dataset with room availability restored.
Open Door Mission - Jacksonville Services East,5627 Main St,Jacksonville,FL,12824,820-707-6421,contact8162@shelter.org,21,3,Scraped-style dataset with room availability restored.
Safe Haven - San Diego Program East,9433 Pine St,San Diego,CA,51088,906-641-9718,contact8163@shelter.org,115,9,Scraped-style dataset with room availability restored.
Rescue Mission - Portland Services West,7640 Pine St,Portland,OR,21376,624-483-8126,contact8164@shelter.org,97,42,Scraped-style dataset with room availability restored.
Urban Shelter - Houston Mission West,3095 Pine St,Houston,TX,25632,974-743-9336,contact8165@shelter.org,49,17,Scraped-style dataset with room availability restored.
Salvation Army - Phoenix Mission North,3454 Oak St,Phoenix,AZ,88385,238-444-1648,contact8166@shelter.org,43,4,Scraped-style dataset with room availability restored.
City Shelter - Charlotte Mission North,7320 Walnut St,Charlotte,NC,77413,779-945-1901,contact8167@shelter.org,105,14,Scraped-style dataset with room availability restored.
Veterans Outreach - Boston Mission South,7764 Market St,Boston,MA,15562,870-585-5523,contact8168@shelter.org,34,11,Scraped-style dataset with room availability restored.
Union Gospel Mission - Seattle Program West,9503 Market St,Seattle,WA,32014,956-305-5653,contact8169@shelter.org,60,12,Scraped-style dataset with room availability restored.
Transitional Housing Program - Baltimore Mission South,5498 Main St,Baltimore,MD,52446,247-385-5908,contact8170@shelter.org,50,16,Scraped-style dataset with room availability restored.
Family Shelter Network - Baltimore Shelter West,7600 Broad St,Baltimore,MD,81508,775-641-2182,contact8171@shelter.org,66,2,Scraped-style dataset with room availability restored.
Union Gospel Mission - Nashville Shelter,1481 Maple St,Nashville,TN,48495,447-346-9979,contact8172@shelter.org,25,4,Scraped-style dataset with room availability restored.
Urban Shelter - San Francisco Mission,3200 Maple St,San Francisco,CA,68063,847-497-3868,contact8173@shelter.org,103,8,Scraped-style dataset with room availability restored.
Salvation Army - Washington Shelter,8113 2nd St,Washington,DC,20783,581-393-6595,contact8174@shelter.org,58,21,Scraped-style dataset with room availability restored.
Rescue Mission - Denver Shelter South,7954 Market St,Denver,CO,65245,253-998-5016,contact8175@shelter.org,23,10,Scraped-style dataset with room availability restored.
Union Gospel Mission - Columbus Program South,7481 Oak St,Columbus,OH,17284,657-738-8857,contact8176@shelter.org,79,31,Scraped-style dataset with room availability restored.
Safe Haven - Nashville Services North,3018 Elm St,Nashville,TN,80797,264-939-2049,contact8177@shelter.org,70,15,Scraped-style dataset with room availability restored.
Emergency Housing Center - San Diego Shelter North,206 Cedar St,San Diego,CA,28220,621-326-3361,contact8178@shelter.org,38,5,Scraped-style dataset with room availability restored.
Faith Shelter - San Antonio Program West,1302 2nd St,San Antonio,TX,93317,232-831-2449,contact8179@shelter.org,97,35,Scraped-style dataset with room availability restored.
Salvation Army - Seattle Shelter,9268 Oak St,Seattle,WA,73155,414-934-7197,contact8180@shelter.org,77,20,Scraped-style dataset with room availability restored.
Safe Haven - Philadelphia Program North,7267 3rd St,Philadelphia,PA,49068,534-375-3159,contact8181@shelter.org,52,22,Scraped-style dataset with room availability restored.
Family Shelter Network - Columbus Center North,4016 Walnut St,Columbus,OH,94284,223-438-9118,contact8182@shelter.org,57,25,Scraped-style dataset with room availability restored.
Transitional Housing Program - Chicago Shelter North,2240 Main St,Chicago,IL,70592,981-651-9189,contact8183@shelter.org,95,17,Scraped-style dataset with room availability restored.
Community Shelter - Houston Program East,4011 2nd St,Houston,TX,71335,850-658-6950,contact8184@shelter.org,57,5,Scraped-style dataset with room availability restored.
Urban Shelter - Denver Program North,2037 Main St,Denver,CO,85867,969-975-8026,contact8185@shelter.org,38,3,Scraped-style dataset with room availability restored.
Urban Shelter - San Diego Program East,8293 Pine St,San Diego,CA,55571,772-253-7723,contact8186@shelter.org,45,16,Scraped-style dataset with room availability restored.
City Shelter - Nashville Mission East,271 Market St,Nashville,TN,28372,978-444-6069,contact8187@shelter.org,87,38,Scraped-style dataset with room availability restored.
Community Shelter - Boston Center West,9416 Pine St,Boston,MA,82567,259-666-6913,contact8188@shelter.org,94,32,Scraped-style dataset with room availability restored.
City Shelter - Austin Program East,6713 Market St,Austin,TX,82184,473-999-1804,contact8189@shelter.org,90,39,Scraped-style dataset with room availability restored.
Salvation Army - Portland Program West,5818 Broad St,Portland,OR,41045,633-949-1344,contact8190@shelter.org,58,9,Scraped-style dataset with room availability restored.
Rescue Mission - Indianapolis Mission West,6185 3rd St,Indianapolis,IN,56983,231-331-9283,contact8191@shelter.org,86,3,Scraped-style dataset with room availability restored.
Rescue Mission - Indianapolis Services North,8836 Elm St,Indianapolis,IN,29246,497-248-6014,contact8192@shelter.org,111,20,Scraped-style dataset with room availability restored.
Faith Shelter - Detroit Services North,690 Oak St,Detroit,MI,25720,544-426-5803,contact8193@shelter.org,105,0,Scraped-style dataset with room availability restored.
Veterans Outreach - San Diego Center West,2764 Oak St,San Diego,CA,11853,573-891-2665,contact8194@shelter.org,116,2,Scraped-style dataset with room availability restored.
Hope Center - Portland Shelter West,1561 Elm St,Portland,OR,78306,633-296-4412,contact8195@shelter.org,51,1,Scraped-style dataset with room availability restored.
Salvation Army - Phoenix Shelter North,2038 Cedar St,Phoenix,AZ,58234,799-352-6967,contact8196@shelter.org,96,30,Scraped-style dataset with room availability restored.
Transitional Housing Program - San Francisco Shelter,6168 Cedar St,San Francisco,CA,98383,239-869-6974,contact8197@shelter.org,39,3,Scraped-style dataset with room availability restored.
Faith Shelter - Philadelphia Services West,4386 Main St,Philadelphia,PA,80558,539-792-9480,contact8198@shelter.org,61,12,Scraped-style dataset with room availability restored.
Faith Shelter - San Jose Services North,1632 Maple St,San Jose,CA,74582,279-687-7704,contact8199@shelter.org,43,18,Scraped-style dataset with room availability restored.
Safe Haven - Nashville Program,4208 Walnut St,Nashville,TN,24382,445-878-3719,contact8200@shelter.org,104,31,Scraped-style dataset with room availability restored.
Open Door Mission - Los Angeles Mission North,7841 Elm St,Los Angeles,CA,37834,961-920-2519,contact8201@shelter.org,62,16,Scraped-style dataset with room availability restored.
Veterans Outreach - Austin Mission,2090 Walnut St,Austin,TX,73232,980-298-9923,contact8202@shelter.org,112,46,Scraped-style dataset with room availability restored.
Hope Center - New York Services South,6200 Walnut St,New York,NY,33343,883-296-1752,contact8203@shelter.org,26,7,Scraped-style dataset with room availability restored.
Emergency Housing Center - New York Services South,6818 Broad St,New York,NY,12844,996-458-6823,contact8204@shelter.org,105,31,Scraped-style dataset with room availability restored.
Union Gospel Mission - Phoenix Mission West,2924 Maple St,Phoenix,AZ,56940,881-933-3952,contact8205@shelter.org,95,9,Scraped-style dataset with room availability restored.
Rescue Mission - San Diego Services West,8491 2nd St,San Diego,CA,72980,463-836-5696,contact8206@shelter.org,59,26,Scraped-style dataset with room availability restored.
Family Shelter Network - Portland Center North,5264 Elm St,Portland,OR,15973,425-411-3136,contact8207@shelter.org,74,0,Scraped-style dataset with room availability restored.
Urban Shelter - Philadelphia Mission,6384 3rd St,Philadelphia,PA,99238,656-416-5482,contact8208@shelter.org,65,10,Scraped-style dataset with room availability restored.
Family Shelter Network - Philadelphia Center,8360 2nd St,Philadelphia,PA,99555,887-438-1399,contact8209@shelter.org,45,20,Scraped-style dataset with room availability restored.
Hope Center - Dallas Mission East,5797 3rd St,Dallas,TX,77539,814-297-3859,contact8210@shelter.org,87,1,Scraped-style dataset with room availability restored.
Community Shelter - Columbus Mission North,3910 Broad St,Columbus,OH,21525,684-802-8263,contact8211@shelter.org,58,6,Scraped-style dataset with room availability restored.
Faith Shelter - San Jose Mission North,9912 Market St,San Jose,CA,56263,234-541-9359,contact8212@shelter.org,108,22,Scraped-style dataset with room availability restored.
Faith Shelter - Houston Shelter West,1107 2nd St,Houston,TX,63931,672-898-8972,contact8213@shelter.org,62,2,Scraped-style dataset with room availability restored.
Transitional Housing Program - Seattle Services East,9648 Main St,Seattle,WA,67434,922-282-5407,contact8214@shelter.org,77,34,Scraped-style dataset with room availability restored.
City Shelter - Nashville Services South,9475 Cedar St,Nashville,TN,48253,348-303-6662,contact8215@shelter.org,71,23,Scraped-style dataset with room availability restored.
Safe Haven - Portland Center East,4680 Main St,Portland,OR,52027,812-952-9235,contact8216@shelter.org,82,15,Scraped-style dataset with room availability restored.
